"269.977","sBKPacCuXsw",3,"A192MH226Q1NT4","25",0,0
"269.977","GWH5vyi3lTk",2,"A192MH226Q1NT4","25",0,0
"269.977","fj9swy4i9jg",3,"A192MH226Q1NT4","25",0,0
"269.977","l-q3N34gf4k",2,"A192MH226Q1NT4","25",0,0
"269.977","z5W-tIIK8Ts",2,"A192MH226Q1NT4","25",0,0
"269.977","M0fh0iiTMpE",2,"A192MH226Q1NT4","25",0,0
"269.977","mM-5DhIhYmQ",3,"A192MH226Q1NT4","25",0,0
"269.977","0KjeewIhmL0",3,"A192MH226Q1NT4","25",0,0
"269.977","9UJzVLXmBG4",3,"A192MH226Q1NT4","25",0,0
"269.977","x9EE7nq3fJs",2,"A192MH226Q1NT4","25",0,0
"269.977","2H9KEcb74aA",0,"A192MH226Q1NT4","25",0,0
"269.977","kIgsXfgiSOY",2,"A192MH226Q1NT4","25",0,0
"269.977","4A6XkYpmidU",0,"A192MH226Q1NT4","25",0,0
"269.977","eEg3JAOYsw0",2,"A192MH226Q1NT4","25",0,0
"269.977","HOE5QDDKDlY",0,"A192MH226Q1NT4","25",0,0
"324.078","sBKPacCuXsw",3,"A17TKHT8FEVH0R","25",0,0
"324.078","GWH5vyi3lTk",2,"A17TKHT8FEVH0R","25",0,0
"324.078","fj9swy4i9jg",3,"A17TKHT8FEVH0R","25",0,0
"324.078","TNfIGtZ3k1Q",1,"A17TKHT8FEVH0R","25",0,0
"324.078","IHJsoCAREsg",2,"A17TKHT8FEVH0R","25",0,0
"324.078","NS4fpagwyPA",0,"A17TKHT8FEVH0R","25",0,0
"324.078","-a739VjqdSI",0,"A17TKHT8FEVH0R","25",0,0
"324.078","8qvR6xMKoUw",3,"A17TKHT8FEVH0R","25",0,0
"324.078","hlQE4IGFc5A",0,"A17TKHT8FEVH0R","25",0,0
"324.078","b-Dzm1QgQck",3,"A17TKHT8FEVH0R","25",0,0
"324.078","oafdqDSSaGo",3,"A17TKHT8FEVH0R","25",0,0
"324.078","J_Eu56Wu6HY",0,"A17TKHT8FEVH0R","25",0,0
"324.078","TPCpXXBHFSA",0,"A17TKHT8FEVH0R","25",0,0
"324.078","ehchYzwEc2I",0,"A17TKHT8FEVH0R","25",0,0
"324.078","26ZX7NbOhks",0,"A17TKHT8FEVH0R","25",0,0
"257.831","sBKPacCuXsw",3,"A320QA9HJFUOZO","32",0,0
"257.831","GWH5vyi3lTk",1,"A320QA9HJFUOZO","32",0,0
"257.831","fj9swy4i9jg",3,"A320QA9HJFUOZO","32",0,0
"257.831","N0Gv96uDctM",0,"A320QA9HJFUOZO","32",0,0
